Age,Gender,Total_Spent,Quantity,Channel,Category,Cluster,Avg_Price,Loyal_Customer
40,Male,397.83,1,Phone,Electronics,4,397.83,0
18,Female,98.58,1,Online,Footwear,1,98.58,0
47,Male,422.1,2,In-Store,Footwear,4,211.05,0
21,Male,421.46,1,Online,Accessories,1,421.46,0
32,Male,386.88,1,Mobile App,Media,1,386.88,0
18,Male,976.77,1,Mobile App,Accessories,0,976.77,1
27,Male,518.93,1,Online,Electronics,1,518.93,0
23,Male,1005.63,1,Online,Accessories,0,1005.63,1
45,Female,225.84,1,Online,Clothing,4,225.84,0
45,Female,732.39,2,Phone,Media,0,366.195,1
33,Female,103.07,1,Mobile App,Clothing,1,103.07,0
30,Female,207.06,3,Mobile App,Footwear,2,69.02,0
41,Female,532.63,2,Mobile App,Accessories,4,266.315,0
31,Male,177.56,1,Phone,Accessories,1,177.56,0
32,Male,129.85,1,Mobile App,Clothing,1,129.85,0
18,Female,242.99,3,Mobile App,Accessories,2,80.99666666666667,0
38,Female,411.58,1,Online,Clothing,4,411.58,0
29,Male,204.27,1,Phone,Accessories,1,204.27,0
18,Male,774.01,1,Mobile App,Electronics,0,774.01,1
35,Female,562.29,2,Phone,Electronics,4,281.145,0
34,Female,499.15,2,In-Store,Electronics,1,249.575,0
18,Male,162.03,5,Online,Outerwear,2,32.406,0
50,Female,115.54,3,Phone,Accessories,4,38.513333333333335,0
28,Female,883.28,1,In-Store,Outerwear,0,883.28,1
29,Female,153.82,1,In-Store,Footwear,1,153.82,0
25,Female,58.69,1,Phone,Electronics,1,58.69,0
40,Female,942.36,1,Online,Media,0,942.36,1
31,Female,50.0,1,In-Store,Electronics,1,50.0,0
33,Male,173.79,1,Online,Media,1,173.79,0
22,Male,515.58,1,Phone,Clothing,1,515.58,0
28,Female,200.87,1,Online,Clothing,1,200.87,0
38,Female,506.61,1,In-Store,Clothing,0,506.61,0
50,Female,438.56,4,Phone,Electronics,2,109.64,0
37,Male,447.3,2,Mobile App,Accessories,4,223.65,0
31,Male,213.11,5,In-Store,Electronics,2,42.622,0
24,Female,101.48,1,Mobile App,Accessories,1,101.48,0
18,Female,456.91,1,Online,Accessories,1,456.91,0
24,Male,341.63,1,Mobile App,Footwear,1,341.63,0
18,Female,652.11,1,Phone,Accessories,0,652.11,1
50,Female,252.48,1,Phone,Electronics,4,252.48,0
36,Male,316.08,4,Mobile App,Electronics,2,79.02,0
33,Male,293.59,5,Mobile App,Footwear,2,58.717999999999996,0
33,Male,514.15,1,Mobile App,Accessories,0,514.15,0
33,Male,306.51,1,Phone,Outerwear,1,306.51,0
38,Female,975.92,1,In-Store,Electronics,0,975.92,1
28,Male,119.11,1,Online,Electronics,1,119.11,0
40,Male,509.35,1,Online,Electronics,0,509.35,0
45,Male,355.65,1,In-Store,Electronics,4,355.65,0
28,Male,86.41,1,In-Store,Outerwear,1,86.41,0
50,Male,1188.36,1,Phone,Footwear,3,1188.36,1
39,Female,394.71,1,In-Store,Accessories,4,394.71,0
30,Female,858.5,1,In-Store,Clothing,0,858.5,1
18,Female,160.45,1,Online,Accessories,1,160.45,0
51,Female,401.63,5,Online,Accessories,2,80.326,0
18,Male,260.83,1,In-Store,Clothing,1,260.83,0
44,Male,362.97,3,Online,Electronics,2,120.99000000000001,0
33,Male,229.13,3,Online,Accessories,2,76.37666666666667,0
18,Female,219.45,4,Online,Accessories,2,54.8625,0
25,Male,158.06,3,Mobile App,Accessories,2,52.68666666666667,0
34,Male,503.06,2,Mobile App,Accessories,1,251.53,0
54,Female,1236.4,3,Phone,Accessories,0,412.1333333333334,1
63,Female,216.05,1,Phone,Clothing,4,216.05,0
18,Female,414.62,1,In-Store,Clothing,1,414.62,0
33,Male,671.65,5,Mobile App,Accessories,2,134.32999999999998,1
37,Male,390.25,3,Phone,Footwear,2,130.08333333333334,0
18,Male,498.33,4,Mobile App,Electronics,2,124.5825,1
37,Male,557.29,3,Online,Electronics,2,185.76333333333332,1
33,Male,337.63,3,Online,Outerwear,2,112.54333333333334,0
43,Female,582.38,2,Mobile App,Clothing,4,291.19,1
48,Female,403.3,3,In-Store,Beauty,4,134.43333333333334,0
51,Male,738.4,2,Online,Electronics,4,369.2,1
31,Female,949.99,4,Mobile App,Beauty,2,237.4975,1
55,Male,200.97,3,Phone,Media,4,66.99,0
26,Male,862.38,3,Phone,Accessories,2,287.46,1
42,Male,263.35,2,Phone,Accessories,4,131.675,0
27,Male,153.61,1,In-Store,Electronics,1,153.61,0
18,Female,287.97,1,Mobile App,Footwear,1,287.97,0
24,Female,1162.42,4,In-Store,Accessories,2,290.605,1
37,Female,185.27,2,Mobile App,Accessories,4,92.635,0
33,Male,671.28,1,In-Store,Clothing,0,671.28,1
40,Male,559.63,1,In-Store,Accessories,0,559.63,0
26,Female,736.27,3,Online,Accessories,2,245.42333333333332,1
44,Female,64.46,3,Online,Clothing,2,21.486666666666665,0
45,Male,355.19,3,Phone,Electronics,2,118.39666666666666,0
25,Male,71.14,2,Mobile App,Footwear,1,35.57,0
53,Male,363.02,1,Phone,Clothing,4,363.02,0
45,Male,435.56,1,In-Store,Accessories,4,435.56,0
33,Female,291.94,1,Mobile App,Media,1,291.94,0
19,Male,497.57,3,In-Store,Footwear,2,165.85666666666665,0
57,Male,263.82,1,Mobile App,Accessories,4,263.82,0
27,Female,576.08,2,Phone,Bags,1,288.04,0
18,Male,166.38,2,Online,Media,1,83.19,0
57,Male,600.3,2,Phone,Footwear,4,300.15,1
37,Male,257.75,4,In-Store,Clothing,2,64.4375,0
39,Male,1764.11,1,In-Store,Accessories,3,1764.11,1
50,Male,292.88,3,In-Store,Clothing,4,97.62666666666667,0
21,Female,407.7,1,Mobile App,Accessories,1,407.7,0
36,Male,570.3,1,In-Store,Outerwear,0,570.3,0
22,Female,293.61,1,In-Store,Clothing,1,293.61,0
65,Male,642.16,1,In-Store,Electronics,4,642.16,1
18,Male,229.25,3,Mobile App,Electronics,2,76.41666666666667,0
41,Female,1362.53,2,Phone,Accessories,0,681.265,1
25,Female,555.66,1,Mobile App,Accessories,0,555.66,0
18,Female,50.0,1,Mobile App,Electronics,1,50.0,0
35,Female,363.2,2,Online,Electronics,4,181.6,0
28,Male,1259.16,3,Phone,Electronics,0,419.72,1
39,Female,1603.85,1,Online,Clothing,3,1603.85,1
39,Male,50.0,2,Phone,Electronics,4,25.0,0
27,Female,209.63,3,Mobile App,Clothing,2,69.87666666666667,0
27,Male,153.16,2,In-Store,Accessories,1,76.58,0
37,Male,970.47,1,Online,Footwear,0,970.47,1
32,Female,299.66,2,Online,Footwear,1,149.83,0
33,Male,1069.74,2,Phone,Footwear,0,534.87,1
57,Male,308.65,2,Phone,Outerwear,4,154.325,0
31,Female,510.83,2,Mobile App,Electronics,1,255.415,0
31,Male,1019.51,4,Phone,Accessories,2,254.8775,1
44,Female,252.45,1,In-Store,Footwear,4,252.45,0
60,Female,223.91,4,Mobile App,Electronics,2,55.9775,0
46,Male,789.73,2,In-Store,Beauty,0,394.865,1
34,Male,86.8,2,Online,Electronics,1,43.4,0
38,Male,567.15,1,Mobile App,Media,0,567.15,0
48,Female,369.28,1,Phone,Accessories,4,369.28,0
39,Male,578.73,3,Online,Accessories,2,192.91,1
28,Female,144.01,2,Phone,Accessories,1,72.005,0
37,Female,279.34,1,Online,Electronics,4,279.34,0
52,Male,752.78,2,In-Store,Electronics,4,376.39,1
38,Female,290.01,1,Online,Clothing,4,290.01,0
25,Female,412.74,5,In-Store,Electronics,2,82.548,0
38,Female,190.43,3,Online,Footwear,2,63.47666666666667,0
28,Female,77.07,1,In-Store,Accessories,1,77.07,0
33,Male,425.01,3,Online,Media,2,141.67,0
32,Female,318.21,4,Phone,Electronics,2,79.5525,0
31,Female,268.47,1,In-Store,Beauty,1,268.47,0
52,Female,1223.02,2,In-Store,Media,0,611.51,1
32,Male,416.74,1,Mobile App,Footwear,1,416.74,0
24,Male,810.37,2,Mobile App,Electronics,0,405.185,1
30,Male,443.24,1,Phone,Electronics,1,443.24,0
40,Female,405.8,1,Online,Media,4,405.8,0
37,Male,784.97,1,In-Store,Electronics,0,784.97,1
44,Female,726.6,1,In-Store,Electronics,0,726.6,1
27,Female,315.55,3,Online,Accessories,2,105.18333333333334,0
27,Male,1004.95,1,Mobile App,Footwear,0,1004.95,1
45,Female,1105.4,1,Online,Footwear,3,1105.4,1
29,Female,371.86,3,Phone,Clothing,2,123.95333333333333,0
37,Male,259.83,1,Phone,Electronics,4,259.83,0
21,Female,1106.21,2,Mobile App,Accessories,0,553.105,1
18,Female,164.72,4,Online,Accessories,2,41.18,0
43,Male,337.19,3,Phone,Accessories,2,112.39666666666666,0
18,Female,131.12,1,In-Store,Electronics,1,131.12,0
18,Female,732.29,1,Online,Electronics,0,732.29,1
37,Male,1252.87,5,In-Store,Accessories,2,250.57399999999998,1
47,Female,228.34,1,Online,Electronics,4,228.34,0
54,Male,332.48,1,In-Store,Clothing,4,332.48,0
36,Female,397.1,1,Mobile App,Accessories,4,397.1,0
39,Female,555.9,1,Phone,Footwear,0,555.9,0
40,Female,645.86,2,Mobile App,Accessories,4,322.93,1
38,Female,303.87,3,Mobile App,Accessories,2,101.29,0
25,Female,395.36,4,In-Store,Electronics,2,98.84,0
46,Female,422.77,3,Phone,Accessories,2,140.92333333333332,0
37,Female,1131.27,1,Online,Clothing,3,1131.27,1
35,Male,581.58,1,Phone,Accessories,0,581.58,0
48,Male,460.93,5,Mobile App,Electronics,2,92.186,1
31,Male,279.04,1,Online,Electronics,1,279.04,0
33,Male,1071.5,1,Mobile App,Accessories,3,1071.5,1
29,Male,154.99,4,Online,Accessories,2,38.7475,0
19,Male,373.19,2,In-Store,Electronics,1,186.595,0
56,Male,333.46,1,In-Store,Footwear,4,333.46,0
23,Female,724.67,3,Online,Accessories,2,241.55666666666664,1
29,Female,450.92,5,Mobile App,Electronics,2,90.184,1
19,Male,1156.19,1,In-Store,Bags,3,1156.19,1
39,Female,528.55,3,In-Store,Footwear,2,176.1833333333333,0
18,Male,1679.15,1,Phone,Accessories,3,1679.15,1
48,Female,107.99,2,Phone,Media,4,53.995,0
35,Female,707.46,4,Mobile App,Clothing,2,176.865,1
37,Male,135.21,5,Phone,Accessories,2,27.042,0
26,Male,414.69,1,Phone,Bags,1,414.69,0
27,Female,292.6,1,Online,Electronics,1,292.6,0
20,Male,172.79,1,Phone,Beauty,1,172.79,0
21,Male,357.83,2,Phone,Electronics,1,178.915,0
40,Female,431.19,1,Mobile App,Accessories,4,431.19,0
41,Male,378.28,1,Online,Clothing,4,378.28,0
18,Male,489.53,1,Phone,Clothing,1,489.53,0
18,Male,114.9,1,In-Store,Electronics,1,114.9,0
30,Female,416.37,1,Mobile App,Beauty,1,416.37,0
49,Female,477.72,3,Online,Electronics,4,159.24,0
18,Male,477.12,1,Online,Accessories,1,477.12,0
35,Male,899.11,1,Phone,Footwear,0,899.11,1
27,Male,78.48,3,In-Store,Electronics,2,26.16,0
20,Female,302.19,2,Phone,Accessories,1,151.095,0
53,Female,75.9,1,Mobile App,Accessories,4,75.9,0
45,Male,233.9,1,In-Store,Footwear,4,233.9,0
26,Male,435.33,2,Phone,Electronics,1,217.665,0
61,Male,555.57,1,In-Store,Accessories,4,555.57,0
40,Male,451.57,3,Mobile App,Accessories,2,150.52333333333334,0
21,Female,874.35,1,Phone,Accessories,0,874.35,1
42,Male,435.69,1,Mobile App,Electronics,4,435.69,0
24,Female,261.58,1,Online,Electronics,1,261.58,0
41,Male,723.7,2,Online,Clothing,0,361.85,1
31,Male,50.0,4,Online,Accessories,2,12.5,0
27,Male,118.23,1,Online,Electronics,1,118.23,0
46,Female,104.4,2,Phone,Footwear,4,52.2,0
20,Female,50.0,1,Online,Clothing,1,50.0,0
33,Female,110.46,1,Mobile App,Electronics,1,110.46,0
18,Male,842.0,3,Online,Footwear,2,280.6666666666667,1
46,Female,612.77,1,In-Store,Clothing,0,612.77,0
27,Female,1161.42,4,Mobile App,Media,2,290.355,1
42,Male,456.66,2,Phone,Electronics,4,228.33,0
49,Female,1074.78,4,In-Store,Electronics,2,268.695,1
18,Female,246.67,3,Phone,Clothing,2,82.22333333333333,0
26,Male,284.73,1,In-Store,Media,1,284.73,0
18,Female,229.86,1,Online,Electronics,1,229.86,0
20,Male,195.05,1,Phone,Accessories,1,195.05,0
43,Male,147.23,1,Phone,Accessories,4,147.23,0
24,Female,539.27,1,Phone,Footwear,1,539.27,0
39,Male,1018.8,1,Online,Electronics,3,1018.8,1
22,Female,354.5,4,Online,Electronics,2,88.625,0
30,Female,61.63,1,Mobile App,Electronics,1,61.63,0
24,Male,184.63,3,In-Store,Accessories,2,61.54333333333333,0
47,Female,298.48,4,In-Store,Electronics,2,74.62,0
18,Male,488.67,3,Phone,Footwear,2,162.89000000000001,0
21,Female,500.8,1,In-Store,Accessories,1,500.8,0
53,Male,50.0,1,Phone,Beauty,4,50.0,0
31,Female,432.44,1,Phone,Electronics,1,432.44,0
46,Male,229.46,1,Phone,Electronics,4,229.46,0
35,Female,50.0,1,In-Store,Beauty,1,50.0,0
34,Male,50.0,3,Phone,Accessories,2,16.666666666666668,0
35,Male,167.71,1,In-Store,Bags,1,167.71,0
33,Female,579.67,2,In-Store,Bags,1,289.835,1
43,Male,654.87,5,In-Store,Accessories,2,130.974,1
41,Male,538.56,1,In-Store,Clothing,0,538.56,0
25,Female,1293.95,1,Phone,Accessories,3,1293.95,1
46,Female,329.64,3,Online,Clothing,2,109.88,0
35,Male,353.36,1,Online,Media,1,353.36,0
25,Female,130.11,2,Online,Clothing,1,65.055,0
36,Female,238.21,1,In-Store,Electronics,1,238.21,0
40,Female,50.0,3,Phone,Accessories,2,16.666666666666668,0
59,Female,947.4,1,Online,Accessories,0,947.4,1
39,Female,275.48,1,Phone,Electronics,4,275.48,0
37,Male,345.58,2,Mobile App,Outerwear,4,172.79,0
27,Male,436.39,1,Online,Footwear,1,436.39,0
42,Male,275.22,1,Mobile App,Outerwear,4,275.22,0
39,Female,833.94,1,Online,Accessories,0,833.94,1
18,Male,496.29,1,Mobile App,Electronics,1,496.29,0
33,Female,728.17,2,Online,Media,0,364.085,1
46,Male,993.94,2,In-Store,Accessories,0,496.97,1
50,Male,418.82,2,Phone,Electronics,4,209.41,0
45,Female,817.04,2,In-Store,Footwear,0,408.52,1
29,Female,187.04,1,Phone,Footwear,1,187.04,0
34,Male,671.81,1,In-Store,Accessories,0,671.81,1
34,Male,534.56,3,Phone,Electronics,2,178.18666666666664,0
18,Male,375.74,3,Online,Accessories,2,125.24666666666667,0
37,Female,963.86,1,Mobile App,Electronics,0,963.86,1
21,Male,149.19,1,In-Store,Clothing,1,149.19,0
46,Male,565.31,1,Mobile App,Clothing,0,565.31,0
24,Male,643.99,2,Online,Accessories,1,321.995,1
38,Female,73.71,2,Phone,Electronics,4,36.855,0
18,Male,671.33,1,Phone,Beauty,0,671.33,1
41,Male,927.77,2,In-Store,Media,0,463.885,1
31,Female,503.35,1,Mobile App,Accessories,0,503.35,0
18,Female,582.9,1,Online,Outerwear,1,582.9,0
43,Female,393.85,3,Mobile App,Media,2,131.28333333333333,0
49,Male,228.13,1,Mobile App,Beauty,4,228.13,0
36,Male,119.73,1,Phone,Footwear,4,119.73,0
39,Male,833.65,5,Phone,Outerwear,2,166.73,1
38,Female,482.27,3,Mobile App,Accessories,2,160.75666666666666,0
27,Female,123.98,3,Mobile App,Outerwear,2,41.32666666666667,0
19,Female,634.77,1,Online,Accessories,0,634.77,1
51,Female,743.17,1,Mobile App,Electronics,0,743.17,1
48,Male,196.06,4,Online,Accessories,2,49.015,0
30,Female,703.97,2,Mobile App,Beauty,0,351.985,1
40,Male,153.46,3,In-Store,Clothing,2,51.153333333333336,0
40,Male,583.38,1,Online,Accessories,0,583.38,0
50,Male,825.29,1,Mobile App,Accessories,0,825.29,1
46,Female,267.24,5,Phone,Accessories,2,53.448,0
44,Female,538.11,2,Phone,Accessories,4,269.055,0
34,Female,135.02,1,Mobile App,Electronics,1,135.02,0
38,Male,231.75,1,Online,Clothing,4,231.75,0
27,Female,495.85,1,Online,Media,1,495.85,0
28,Male,120.31,1,Mobile App,Clothing,1,120.31,0
43,Female,833.13,1,Online,Beauty,0,833.13,1
55,Female,354.52,1,Phone,Electronics,4,354.52,0
18,Female,154.14,3,In-Store,Media,2,51.379999999999995,0
18,Female,403.87,1,Mobile App,Electronics,1,403.87,0
32,Female,632.39,5,Phone,Accessories,2,126.478,1
38,Female,376.94,1,Online,Electronics,4,376.94,0
40,Female,157.96,2,Online,Electronics,4,78.98,0
47,Male,280.97,1,Phone,Accessories,4,280.97,0
31,Male,300.12,2,Phone,Media,1,150.06,0
24,Female,132.21,5,In-Store,Accessories,2,26.442,0
41,Female,274.39,3,In-Store,Accessories,2,91.46333333333332,0
47,Female,1772.25,2,Mobile App,Bags,3,886.125,1
39,Female,96.95,1,Mobile App,Outerwear,4,96.95,0
44,Male,850.62,3,Phone,Footwear,2,283.54,1
33,Male,632.21,4,Online,Accessories,2,158.0525,1
24,Female,151.91,5,Phone,Accessories,2,30.381999999999998,0
44,Female,521.01,1,Phone,Clothing,0,521.01,0
31,Female,1060.12,5,Online,Beauty,2,212.02399999999997,1
18,Male,58.08,1,In-Store,Electronics,1,58.08,0
27,Male,358.66,1,In-Store,Electronics,1,358.66,0
33,Male,327.45,1,Phone,Footwear,1,327.45,0
34,Male,494.4,1,Mobile App,Accessories,0,494.4,0
43,Female,916.88,3,Online,Accessories,2,305.62666666666667,1
23,Male,854.23,3,Mobile App,Accessories,2,284.74333333333334,1
18,Male,221.72,3,In-Store,Media,2,73.90666666666667,0
42,Female,1181.6,2,In-Store,Electronics,0,590.8,1
18,Male,214.57,2,In-Store,Accessories,1,107.285,0
45,Female,154.37,2,Online,Footwear,4,77.185,0
35,Female,676.84,1,Phone,Electronics,0,676.84,1
27,Male,255.95,3,Online,Media,2,85.31666666666666,0
29,Female,927.37,2,Mobile App,Media,0,463.685,1
20,Male,1109.86,2,Online,Bags,0,554.93,1
30,Male,356.41,2,Online,Accessories,1,178.205,0
37,Female,152.24,3,Online,Clothing,2,50.74666666666667,0
49,Male,463.85,1,Mobile App,Accessories,4,463.85,0
47,Male,771.54,1,Mobile App,Footwear,0,771.54,1
51,Female,113.11,3,Phone,Bags,4,37.70333333333333,0
41,Female,1144.88,1,Online,Clothing,3,1144.88,1
33,Male,504.21,3,In-Store,Accessories,2,168.07,0
50,Male,1470.19,1,In-Store,Electronics,3,1470.19,1
18,Male,111.24,1,Phone,Beauty,1,111.24,0
31,Female,211.65,3,In-Store,Bags,2,70.55,0
26,Male,359.36,1,In-Store,Clothing,1,359.36,0
18,Male,299.24,2,Online,Outerwear,1,149.62,0
47,Female,511.55,1,Phone,Accessories,4,511.55,0
31,Male,319.94,1,In-Store,Electronics,1,319.94,0
35,Male,240.98,2,In-Store,Footwear,1,120.49,0
55,Female,799.12,1,In-Store,Accessories,0,799.12,1
28,Female,242.96,3,Phone,Clothing,2,80.98666666666666,0
26,Male,291.97,3,Phone,Electronics,2,97.32333333333334,0
49,Male,653.99,1,Mobile App,Electronics,0,653.99,1
45,Male,109.67,2,Mobile App,Electronics,4,54.835,0
34,Female,50.0,2,Mobile App,Clothing,1,25.0,0
18,Male,1075.96,1,Online,Electronics,3,1075.96,1
30,Female,109.26,1,Phone,Footwear,1,109.26,0
34,Female,555.13,1,Mobile App,Accessories,0,555.13,0
32,Male,391.23,2,Online,Electronics,1,195.615,0
42,Female,162.87,2,Mobile App,Footwear,4,81.435,0
36,Female,544.28,2,Online,Accessories,4,272.14,0
25,Female,190.03,3,Phone,Accessories,2,63.343333333333334,0
43,Female,847.21,3,Phone,Clothing,2,282.40333333333336,1
33,Male,562.45,2,In-Store,Clothing,1,281.225,0
18,Female,518.45,3,Online,Accessories,2,172.8166666666667,0
18,Male,96.52,1,Phone,Media,1,96.52,0
43,Male,755.64,3,In-Store,Clothing,2,251.88,1
48,Male,223.09,2,In-Store,Footwear,4,111.545,0
45,Female,880.93,3,Phone,Footwear,2,293.6433333333333,1
25,Female,137.14,2,Online,Accessories,1,68.57,0
19,Male,109.5,1,Online,Accessories,1,109.5,0
46,Female,766.48,2,Phone,Electronics,0,383.24,1
40,Female,284.11,1,Phone,Electronics,4,284.11,0
36,Female,275.84,2,Phone,Electronics,4,137.92,0
50,Male,247.11,1,In-Store,Clothing,4,247.11,0
41,Male,349.72,3,Mobile App,Footwear,2,116.57333333333334,0
33,Female,1139.71,2,In-Store,Outerwear,0,569.855,1
27,Male,581.58,2,Online,Accessories,1,290.79,1
29,Female,681.07,1,Phone,Beauty,0,681.07,1
63,Female,1087.22,5,Online,Media,2,217.44400000000002,1
35,Male,341.65,3,Online,Accessories,2,113.88333333333333,0
47,Female,640.24,3,In-Store,Beauty,2,213.41333333333333,1
18,Male,1417.73,1,In-Store,Accessories,3,1417.73,1
37,Male,284.19,2,Phone,Clothing,4,142.095,0
33,Female,973.82,1,Phone,Electronics,0,973.82,1
22,Female,538.32,2,Mobile App,Accessories,1,269.16,0
21,Female,439.87,1,In-Store,Accessories,1,439.87,0
25,Female,366.69,2,Mobile App,Clothing,1,183.345,0
44,Female,236.47,2,In-Store,Accessories,4,118.235,0
35,Female,500.57,1,Phone,Clothing,0,500.57,0
28,Female,455.52,1,Online,Outerwear,1,455.52,0
24,Male,414.33,3,Mobile App,Bags,2,138.10999999999999,0
42,Male,345.22,1,In-Store,Electronics,4,345.22,0
28,Female,449.07,3,In-Store,Clothing,2,149.69,0
49,Female,262.86,1,Mobile App,Clothing,4,262.86,0
19,Female,500.92,1,In-Store,Accessories,1,500.92,0
38,Male,983.73,1,In-Store,Bags,0,983.73,1
20,Male,328.44,3,Mobile App,Accessories,2,109.48,0
30,Male,461.58,1,Online,Electronics,1,461.58,0
42,Female,389.96,3,Online,Media,2,129.98666666666665,0
47,Male,299.43,2,Online,Electronics,4,149.715,0
21,Male,251.85,1,Online,Electronics,1,251.85,0
49,Male,2399.84,2,In-Store,Accessories,3,1199.92,1
31,Female,424.96,1,Mobile App,Bags,1,424.96,0
52,Male,372.64,3,Mobile App,Electronics,4,124.21333333333332,0
30,Male,160.34,1,Mobile App,Accessories,1,160.34,0
28,Male,560.56,1,In-Store,Outerwear,0,560.56,0
18,Female,170.87,3,Phone,Accessories,2,56.95666666666667,0
18,Female,79.51,4,Phone,Electronics,2,19.8775,0
26,Male,1206.53,1,Phone,Media,3,1206.53,1
31,Male,927.62,3,In-Store,Clothing,2,309.20666666666665,1
29,Female,109.58,1,Online,Media,1,109.58,0
38,Female,556.12,3,Online,Electronics,2,185.37333333333333,1
32,Female,193.87,2,Phone,Clothing,1,96.935,0
48,Male,406.56,1,In-Store,Electronics,4,406.56,0
32,Female,640.29,1,In-Store,Footwear,0,640.29,1
32,Female,694.91,1,Phone,Bags,0,694.91,1
22,Male,293.66,1,In-Store,Outerwear,1,293.66,0
36,Male,721.82,1,Mobile App,Electronics,0,721.82,1
42,Female,193.35,2,In-Store,Accessories,4,96.675,0
29,Male,922.29,5,Mobile App,Electronics,2,184.458,1
27,Male,352.75,1,Phone,Accessories,1,352.75,0
24,Male,712.32,2,Mobile App,Electronics,1,356.16,1
41,Male,239.84,2,In-Store,Electronics,4,119.92,0
31,Female,251.82,4,Online,Electronics,2,62.955,0
40,Female,386.54,2,Mobile App,Clothing,4,193.27,0
27,Male,429.85,2,Mobile App,Electronics,1,214.925,0
45,Male,1007.87,1,Online,Footwear,3,1007.87,1
31,Female,441.16,1,Phone,Clothing,1,441.16,0
26,Male,91.63,1,Online,Footwear,1,91.63,0
18,Female,255.96,1,Phone,Electronics,1,255.96,0
36,Female,299.31,1,In-Store,Outerwear,1,299.31,0
35,Female,979.73,2,Mobile App,Clothing,0,489.865,1
20,Male,443.04,1,Online,Clothing,1,443.04,0
45,Female,79.73,2,In-Store,Outerwear,4,39.865,0
26,Female,707.32,1,Mobile App,Footwear,0,707.32,1
40,Male,221.94,4,Online,Accessories,2,55.485,0
24,Male,565.17,3,In-Store,Clothing,2,188.39,1
29,Female,502.08,1,Mobile App,Accessories,1,502.08,0
25,Male,1161.45,1,Phone,Accessories,3,1161.45,1
26,Female,474.41,2,In-Store,Electronics,1,237.205,0
25,Male,121.12,1,Mobile App,Electronics,1,121.12,0
34,Female,253.76,1,Online,Clothing,1,253.76,0
18,Male,121.83,1,Online,Media,1,121.83,0
29,Male,504.17,4,In-Store,Footwear,2,126.0425,1
22,Female,226.95,3,Online,Accessories,2,75.64999999999999,0
24,Male,608.59,2,In-Store,Electronics,1,304.295,1
38,Male,177.22,2,Mobile App,Accessories,4,88.61,0
50,Female,136.31,4,Online,Clothing,2,34.0775,0
37,Male,615.12,4,In-Store,Accessories,2,153.78,1
47,Female,1320.59,4,In-Store,Outerwear,2,330.1475,1
38,Male,141.34,1,Online,Accessories,4,141.34,0
39,Female,274.64,1,Phone,Accessories,4,274.64,0
37,Female,316.99,2,Phone,Accessories,4,158.495,0
22,Female,741.14,2,Phone,Electronics,1,370.57,1
18,Male,678.88,1,In-Store,Accessories,0,678.88,1
40,Male,380.61,1,In-Store,Beauty,4,380.61,0
49,Female,395.84,3,Mobile App,Electronics,4,131.94666666666666,0
27,Male,530.39,3,Online,Accessories,2,176.79666666666665,0
32,Male,1503.7,1,In-Store,Clothing,3,1503.7,1
49,Male,259.79,3,Mobile App,Accessories,4,86.59666666666668,0
18,Male,474.77,2,Phone,Footwear,1,237.385,0
29,Male,655.95,3,In-Store,Accessories,2,218.65,1
46,Male,892.58,1,In-Store,Electronics,0,892.58,1
37,Female,377.74,1,In-Store,Clothing,4,377.74,0
41,Female,608.69,1,Online,Footwear,0,608.69,0
33,Female,208.52,1,Online,Bags,1,208.52,0
32,Female,785.44,2,Phone,Accessories,0,392.72,1
26,Female,899.0,1,Online,Electronics,0,899.0,1
34,Male,50.0,5,In-Store,Electronics,2,10.0,0
23,Male,968.31,1,Mobile App,Electronics,0,968.31,1
36,Male,1516.84,1,Phone,Electronics,3,1516.84,1
38,Female,514.73,2,Phone,Accessories,4,257.365,0
33,Female,1221.39,2,In-Store,Accessories,0,610.695,1
46,Female,596.21,1,In-Store,Beauty,0,596.21,0
63,Male,315.82,3,Online,Footwear,4,105.27333333333333,0
32,Male,339.39,2,In-Store,Bags,1,169.695,0
41,Male,607.85,2,In-Store,Electronics,4,303.925,1
56,Female,976.98,2,In-Store,Accessories,0,488.49,1
24,Female,319.4,1,Online,Outerwear,1,319.4,0
18,Female,498.52,2,Online,Accessories,1,249.26,0
19,Male,270.29,3,Phone,Clothing,2,90.09666666666668,0
49,Female,1154.09,1,Online,Accessories,3,1154.09,1
43,Female,251.42,1,Mobile App,Accessories,4,251.42,0
35,Female,1586.05,4,Mobile App,Outerwear,0,396.5125,1
34,Male,196.26,1,In-Store,Footwear,1,196.26,0
18,Male,63.71,1,Online,Accessories,1,63.71,0
22,Female,228.68,5,Mobile App,Accessories,2,45.736000000000004,0
40,Male,792.69,1,In-Store,Clothing,0,792.69,1
43,Female,691.32,1,In-Store,Accessories,0,691.32,1
37,Male,884.36,3,Mobile App,Footwear,2,294.7866666666667,1
61,Male,246.55,3,In-Store,Clothing,4,82.18333333333334,0
24,Male,801.68,1,Online,Clothing,0,801.68,1
32,Female,169.81,2,Mobile App,Media,1,84.905,0
34,Female,55.77,3,In-Store,Footwear,2,18.59,0
48,Male,373.41,2,Mobile App,Beauty,4,186.705,0
32,Male,424.14,1,In-Store,Electronics,1,424.14,0
20,Male,108.86,1,Mobile App,Accessories,1,108.86,0
46,Female,301.45,1,In-Store,Outerwear,4,301.45,0
30,Male,114.74,3,Online,Accessories,2,38.24666666666666,0
36,Male,451.35,3,In-Store,Media,2,150.45000000000002,0
