Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel
554,691,4047,2023-12-20,1,112.47,In-Store
555,1833,3840,2023-11-23,1,93.24,Mobile App
556,2735,3693,2023-03-18,4,296.68,In-Store
557,1601,4111,2024-01-14,2,113.44,Mobile App
558,1280,2857,2023-02-05,1,50.18,In-Store
559,2999,4226,2023-02-24,1,48.27,In-Store
560,358,2518,2023-04-13,3,217.92,Online
561,2668,3249,2023-11-16,3,85.5,Online
562,469,4129,2023-05-06,3,414.33,Phone
563,756,2836,2024-01-03,2,90.62,Mobile App
564,200,4182,2023-03-26,1,22.01,Phone
565,2225,4893,2023-02-14,1,98.57,In-Store
566,841,3434,2023-09-03,1,16.57,Mobile App
567,1588,4303,2023-11-18,3,340.38,In-Store
568,1653,2634,2023-10-20,1,83.73,Mobile App
569,684,4534,2023-02-16,2,112.46,Phone
570,1667,4694,2023-10-11,2,43.38,Online
571,1708,2218,2023-10-09,2,252.08,Phone
572,596,4644,2023-08-29,4,131.92,In-Store
573,913,3815,2024-01-03,1,21.22,In-Store
574,220,3335,2023-04-04,3,133.14,In-Store
575,1788,2702,2023-02-21,1,53.84,Mobile App
576,2793,4397,2023-02-08,1,41.59,In-Store
577,2366,4256,2023-03-15,1,56.03,In-Store
578,1432,4676,2023-07-06,1,373.64,In-Store
579,2466,4213,2023-04-15,3,209.04,Mobile App
580,1193,3712,2023-03-04,2,129.4,Phone
581,2120,2897,2023-03-24,1,69.74,Mobile App
582,1113,2081,2023-10-20,1,474.83,Mobile App
583,2466,4041,2023-11-09,2,139.36,Online
584,840,3831,2023-11-06,3,658.86,Phone
585,112,2766,2023-10-20,1,63.25,Online
586,1457,3010,2023-12-08,2,910.64,Phone
587,2259,4039,2024-01-04,3,116.01,Mobile App
588,667,4374,2023-10-13,2,90.6,In-Store
589,636,2612,2023-01-15,1,143.37,Online
590,652,3493,2023-07-23,2,264.52,Online
591,2345,2772,2023-03-30,2,214.06,Phone
592,2585,4810,2023-08-27,2,228.06,Phone
593,1531,4801,2023-04-18,2,509.26,Mobile App
594,2834,4107,2023-07-02,4,344.64,Phone
595,350,2166,2023-04-14,1,125.31,In-Store
596,1689,4644,2023-02-11,4,970.76,Mobile App
597,549,3886,2023-02-04,2,63.86,In-Store
598,961,4982,2023-10-20,2,797.98,Online
599,194,2612,2023-11-26,1,19.03,Mobile App
600,2820,2099,2023-02-17,1,12.12,Phone
601,1236,4678,2024-01-12,3,50.55,Online
602,2608,2805,2023-01-03,2,99.04,Phone
603,439,2862,2023-12-18,1,263.38,Online
604,2594,2472,2023-03-16,2,447.88,In-Store
605,3098,2622,2023-03-01,1,35.14,Online
606,2914,4869,2023-08-24,5,616.05,In-Store
607,320,2472,2023-11-07,3,395.73,Online
608,575,2462,2023-07-15,1,57.49,In-Store
609,841,2172,2023-03-03,3,49.71,Online
610,1929,2558,2024-01-06,4,1637.68,Phone
611,1119,2811,2023-11-15,1,56.2,In-Store
612,252,3203,2023-10-20,2,18.84,In-Store
613,2297,2055,2023-12-05,1,76.51,Mobile App
614,2234,2425,2023-03-18,2,574.66,Mobile App
615,822,2412,2023-02-16,1,131.55,Phone
616,2662,4150,2023-03-13,1,22.68,Online
617,2462,4724,2023-06-17,1,239.92,In-Store
618,2543,3175,2023-07-12,1,363.79,In-Store
619,2970,3503,2023-06-29,3,125.31,Online
620,2784,2006,2023-04-20,1,75.49,Mobile App
621,626,4845,2023-10-26,1,86.24,Online
622,499,2938,2023-08-21,3,161.04,Phone
623,1571,4252,2023-06-17,1,305.16,Phone
624,1358,2534,2023-04-19,2,108.48,Mobile App
625,407,2640,2023-01-14,4,197.04,Online
626,1831,2505,2023-07-05,3,112.68,Phone
627,1046,4284,2023-09-11,1,54.95,In-Store
628,2554,4538,2023-02-01,1,206.27,Online
629,1867,3746,2023-10-30,5,318.5,In-Store
630,1253,4176,2023-11-29,1,363.86,Online
631,1503,3309,2023-05-14,1,17.38,In-Store
632,2904,4588,2023-11-25,1,87.27,Mobile App
633,233,3023,2023-01-31,1,39.61,Phone
634,2134,4312,2024-01-29,2,194.96,Mobile App
635,1834,3263,2023-11-15,3,125.67,Mobile App
636,1624,3168,2023-08-06,4,382.56,In-Store
637,1130,3965,2023-02-24,3,233.88,Phone
638,1879,2012,2023-02-26,1,25.52,Online
639,2207,2503,2023-01-20,1,87.15,Phone
640,2369,2942,2023-02-21,5,784.25,Mobile App
641,469,4003,2023-03-24,1,138.11,Online
642,2330,2054,2023-09-22,1,33.62,Mobile App
643,1935,2440,2023-03-17,4,332.24,Online
644,1504,4885,2023-02-01,2,762.76,In-Store
645,2183,2174,2023-07-29,1,85.67,In-Store
646,321,3893,2023-12-31,3,207.57,Online
647,296,3179,2023-07-04,5,1035.7,Mobile App
648,2116,3230,2023-04-13,1,64.05,In-Store
649,568,4884,2023-04-11,3,356.28,In-Store
650,1530,4178,2023-09-28,1,88.11,Phone
651,1845,4882,2023-08-08,2,30.8,Phone
652,222,2838,2023-03-03,4,293.0,Mobile App
653,915,4749,2024-02-02,5,441.45,Phone
654,742,3801,2023-05-11,1,55.6,Phone
655,1890,2610,2023-02-10,1,283.28,Online
656,2249,2986,2023-03-12,1,37.24,Phone
657,178,2132,2023-01-30,2,166.64,Phone
658,1800,3744,2023-02-21,1,59.46,Mobile App
659,2668,4414,2023-01-13,1,33.27,Online
660,308,3831,2023-10-29,1,58.13,Phone
661,610,3034,2023-01-20,1,338.26,In-Store
662,2328,4262,2023-02-04,1,41.93,Mobile App
663,2452,2013,2023-06-11,3,1382.94,Online
664,1398,2706,2023-01-22,1,19.41,Online
665,2516,3220,2023-11-28,1,145.68,Phone
666,1718,4483,2023-09-28,3,1043.49,In-Store
667,2755,2267,2023-04-12,2,158.16,Phone
668,2907,2493,2023-08-01,1,78.16,Mobile App
669,519,3683,2023-07-15,1,110.7,In-Store
670,986,3987,2023-05-27,2,260.7,Phone
671,2066,4339,2023-05-17,1,62.9,In-Store
672,1421,3790,2023-04-04,3,96.72,Mobile App
673,2488,4329,2023-02-28,1,64.1,Phone
674,161,2275,2023-12-31,1,224.9,Mobile App
675,777,3765,2023-12-05,1,83.56,Online
676,2212,3888,2023-10-04,2,56.26,Online
677,465,3683,2023-01-29,4,378.92,Online
678,2684,4706,2023-11-18,1,252.21,Online
679,1064,3513,2023-12-17,2,153.44,Phone
680,701,2459,2023-02-12,1,25.98,Online
681,3094,4202,2023-09-15,1,228.45,Mobile App
682,2810,4082,2023-01-16,3,195.6,Online
683,2339,3635,2023-05-14,1,20.13,In-Store
684,759,2493,2023-08-20,4,84.6,Mobile App
685,2238,4102,2024-01-13,2,758.34,Phone
686,2177,3532,2023-08-13,4,629.84,In-Store
687,353,2106,2023-05-13,3,210.96,Phone
688,2043,3312,2023-08-31,1,24.62,In-Store
689,874,3558,2023-10-16,1,203.47,Online
690,2755,4737,2023-02-13,1,79.08,Phone
691,2863,4419,2023-05-19,1,66.78,Phone
692,2393,4068,2023-03-19,1,54.84,Phone
693,2470,4746,2023-09-02,1,378.13,Online
694,1195,2177,2023-10-29,4,615.2,Online
695,1160,2363,2023-10-25,1,332.38,Mobile App
696,1850,2181,2023-09-11,3,67.02,In-Store
697,826,3997,2023-05-26,4,1715.28,In-Store
698,1466,4961,2023-07-13,3,137.37,Phone
699,2480,4698,2023-12-10,1,81.85,In-Store
700,1300,4622,2023-01-24,1,20.85,Phone
701,2976,4621,2023-05-25,1,264.35,Phone
702,1672,4240,2023-05-08,1,125.61,Phone
703,205,3089,2023-08-20,1,55.84,In-Store
704,366,3819,2023-01-06,3,195.66,Phone
705,684,2655,2023-07-02,1,56.23,In-Store
706,2682,3666,2023-05-21,2,218.84,In-Store
707,102,4059,2023-10-21,5,477.8,In-Store
708,1190,4190,2023-07-24,1,30.06,In-Store
709,2616,2169,2023-08-12,1,78.32,Phone
710,720,4160,2023-08-16,3,190.92,Online
711,1841,2091,2023-11-16,1,25.69,Online
712,1329,2303,2023-04-20,2,157.92,Online
713,2503,4969,2023-05-08,1,234.33,In-Store
714,938,4928,2023-07-28,3,106.38,Phone
715,102,3400,2023-04-06,1,95.56,Online
716,1143,3316,2023-10-12,1,193.44,Phone
717,1462,4869,2023-01-12,2,147.42,Mobile App
718,1241,3238,2023-09-11,1,105.58,Online
719,1857,3303,2023-11-29,1,160.43,Mobile App
720,1221,2116,2023-10-18,1,89.99,Online
721,2026,3984,2024-01-18,1,80.59,Mobile App
722,2536,4205,2023-10-21,2,29.48,Online
723,2340,4217,2024-01-09,2,54.28,In-Store
724,497,3113,2023-02-10,2,872.58,Phone
725,2218,2429,2023-04-26,2,207.68,In-Store
726,1716,4567,2023-07-12,1,110.34,Phone
727,2626,4717,2023-10-03,1,35.09,In-Store
728,2963,4383,2023-07-22,3,1433.13,Phone
729,1377,4076,2023-07-15,3,95.34,Online
730,1441,3394,2023-10-29,1,165.96,Mobile App
731,2803,2202,2023-02-26,1,19.0,In-Store
732,340,4816,2024-02-04,1,26.51,Mobile App
733,1110,4855,2023-07-15,2,108.1,Online
734,1539,2465,2023-02-06,2,281.66,Phone
735,2897,4983,2023-02-01,1,18.29,Phone
736,949,3726,2023-06-10,2,35.1,In-Store
737,510,4109,2023-10-24,1,18.22,Mobile App
738,2556,2229,2023-07-14,1,62.27,Online
739,202,4434,2023-12-02,3,62.73,Mobile App
740,657,3224,2023-09-29,1,21.03,Mobile App
741,833,2193,2023-05-31,1,109.82,Phone
742,2896,3123,2024-01-15,5,674.85,Phone
743,1867,4038,2023-07-30,3,210.39,Mobile App
744,763,2059,2023-06-09,3,410.76,Mobile App
745,2108,3815,2023-06-24,1,79.9,Online
746,2440,3846,2024-02-05,1,238.53,Mobile App
747,1005,2788,2024-02-05,4,191.72,Online
748,1842,2536,2023-05-05,2,96.02,Mobile App
749,1158,3657,2023-07-15,3,123.39,In-Store
750,1816,3379,2023-12-25,1,99.54,Online
751,1725,4592,2023-06-21,1,25.78,Mobile App
752,1038,2220,2023-01-05,5,461.45,Phone
753,757,2765,2023-03-02,2,60.0,Phone
754,1854,3960,2023-12-22,1,158.54,Mobile App
755,1744,2551,2024-01-27,1,55.53,Online
756,1699,2114,2023-02-23,1,6.01,Online
757,479,3526,2023-09-15,1,67.94,Mobile App
758,2285,4118,2023-11-24,1,44.39,Online
759,126,4199,2023-01-08,1,358.29,Phone
760,2071,4913,2023-09-11,3,16.8,In-Store
761,903,2325,2023-03-30,1,309.33,Mobile App
762,1919,2056,2023-05-20,5,331.1,Phone
763,1178,2673,2023-11-23,1,355.84,Online
764,704,4992,2023-02-26,2,179.84,Online
765,936,4166,2023-05-09,1,47.7,Phone
766,1502,2934,2023-08-09,2,18.38,Phone
767,2281,2197,2023-08-25,5,187.4,In-Store
768,1610,3085,2023-09-21,3,193.74,In-Store
769,2163,3329,2023-05-10,2,203.22,Mobile App
770,294,2129,2023-12-13,1,141.3,Mobile App
771,1352,4674,2023-07-08,3,263.34,Phone
772,1487,2597,2023-04-11,4,318.44,Online
773,557,2574,2023-04-10,5,49.95,Phone
774,1270,4201,2023-11-11,1,33.66,Phone
775,2895,4543,2024-01-11,5,173.3,Online
776,1947,3796,2024-02-01,1,104.68,In-Store
777,1095,4722,2023-05-31,1,212.44,In-Store
778,2105,2696,2023-01-16,1,57.93,Phone
779,2907,2696,2023-02-07,1,78.16,Mobile App
780,3026,2052,2023-12-02,3,273.51,Online
781,2586,3586,2023-05-07,3,294.87,Mobile App
782,1448,4928,2023-11-22,3,36.75,In-Store
783,1432,4946,2023-10-07,2,747.28,In-Store
784,1193,4557,2023-04-28,2,129.4,In-Store
785,1352,2049,2023-01-19,2,175.56,Online
786,2209,2284,2024-01-02,1,174.61,Phone
787,2043,4070,2023-05-27,3,73.86,Online
788,1841,3415,2023-03-30,2,51.38,Mobile App
789,2845,3473,2023-05-14,2,168.26,Online
790,2278,2862,2023-10-01,2,135.72,Online
791,2047,4469,2023-11-14,3,130.83,Online
792,164,4629,2023-12-18,1,42.11,Mobile App
793,1087,4637,2023-11-02,1,99.15,Mobile App
794,2308,3582,2023-11-15,3,319.62,Phone
795,2502,4162,2023-09-21,1,19.66,Online
796,1354,3289,2023-09-04,3,63.81,In-Store
797,2064,2429,2023-05-21,1,222.72,In-Store
798,1140,3544,2023-04-30,1,23.74,Phone
799,3011,3035,2023-03-31,3,140.67,In-Store
800,2381,4658,2023-04-26,1,31.54,In-Store
801,2236,2965,2023-05-02,2,364.88,Online
802,719,2462,2023-11-27,1,82.56,Phone
803,224,3606,2023-03-22,1,99.52,In-Store
804,807,4118,2023-09-21,2,137.36,In-Store
805,788,2597,2023-03-04,1,28.78,In-Store
806,1043,2720,2023-01-02,3,155.46,Phone
807,1990,3778,2023-07-14,3,1394.4,Phone
808,3029,3583,2023-03-04,1,316.41,Mobile App
809,876,3527,2023-07-16,2,234.92,Mobile App
810,353,4968,2023-05-01,2,140.64,Mobile App
811,1408,4662,2023-05-05,1,410.78,Online
812,2516,4091,2024-01-22,1,127.09,Phone
813,2355,4628,2023-03-12,1,75.42,Mobile App
814,2871,2401,2023-01-18,2,153.44,Online
815,1973,3656,2023-04-04,2,167.36,Mobile App
816,1450,4410,2023-07-14,2,27.22,Online
817,1458,2081,2023-12-19,3,124.41,Phone
818,1829,3101,2023-02-17,3,190.65,Phone
819,1620,3226,2023-02-14,2,150.52,In-Store
820,1256,2007,2023-08-17,3,233.22,Online
821,1734,4516,2023-10-30,1,24.89,Phone
822,272,4142,2023-11-11,3,44.19,In-Store
823,1861,3720,2023-10-08,2,169.06,In-Store
824,1648,4189,2024-01-07,3,288.09,Phone
825,753,3591,2023-11-07,2,125.64,Online
826,2263,2959,2023-10-04,1,41.71,Online
827,2036,4168,2023-12-16,2,824.5,Phone
828,2617,2298,2023-07-06,1,53.94,Phone
829,840,3487,2023-08-21,2,439.24,Phone
830,1645,2096,2023-12-21,1,77.59,In-Store
831,192,2357,2023-03-09,3,346.77,Mobile App
832,1962,4585,2023-09-25,2,289.98,In-Store
833,1658,2061,2023-06-04,2,93.98,Online
834,2442,3510,2023-03-13,1,18.2,Phone
835,1580,3375,2023-09-19,5,79.45,Online
836,1987,3994,2023-08-22,3,32.52,Online
837,2849,2566,2023-09-07,3,154.5,In-Store
838,406,2396,2023-10-05,1,97.83,In-Store
839,1249,2377,2023-11-08,2,140.58,Phone
840,665,3785,2023-05-17,1,170.6,Phone
841,1470,4099,2023-10-28,2,50.72,Mobile App
842,3054,4996,2023-07-07,1,51.55,In-Store
843,532,4268,2023-06-27,2,129.0,Mobile App
844,2092,2186,2023-06-13,2,48.6,In-Store
845,112,4368,2023-03-14,1,72.61,Phone
846,101,4910,2023-10-22,1,90.95,Online
847,2690,3636,2023-04-23,3,278.49,Mobile App
848,1780,3127,2023-01-28,1,362.73,In-Store
849,658,3141,2023-08-29,3,50.61,In-Store
850,2394,4503,2023-06-17,1,48.58,Mobile App
851,121,2240,2023-02-15,1,65.07,In-Store
852,760,4822,2023-05-15,1,79.22,In-Store
853,470,2559,2023-08-03,3,45.87,Mobile App
854,126,3973,2023-02-03,1,343.93,Online
855,475,2476,2023-10-22,3,20.34,Online
856,2601,2730,2023-08-26,2,844.76,Online
857,2791,2353,2023-06-11,1,234.64,Online
858,1586,2932,2023-08-14,2,76.12,In-Store
859,280,2135,2023-08-25,1,32.9,Mobile App
860,2888,2061,2023-01-03,3,415.86,Mobile App
861,2970,4678,2023-02-14,1,41.77,Mobile App
862,2402,4914,2023-06-17,1,131.53,In-Store
863,2746,2577,2023-10-18,3,127.2,Phone
864,2530,4275,2023-10-21,4,1799.12,Phone
865,1512,2539,2023-11-01,1,7.8,Phone
866,574,3694,2024-01-11,3,195.51,In-Store
867,2043,2829,2023-06-09,1,24.62,Online
868,974,4972,2024-02-01,3,588.57,Online
869,730,3441,2024-02-01,2,62.82,Phone
870,1009,4805,2023-04-04,1,155.71,In-Store
871,3084,3475,2023-08-13,1,128.06,In-Store
872,1482,2621,2023-08-04,1,62.15,Phone
873,1219,4236,2023-08-11,1,71.31,In-Store
874,2510,4245,2023-04-23,1,254.3,Mobile App
875,1328,4220,2023-09-15,2,58.64,In-Store
876,1403,2934,2023-07-15,5,366.95,Mobile App
877,1763,2565,2023-10-04,1,78.85,Phone
878,1920,3134,2023-12-27,2,378.96,Mobile App
879,1544,2328,2023-07-06,2,499.38,In-Store
880,944,4313,2023-04-04,4,1929.92,Online
881,2534,2140,2023-10-04,2,67.5,Mobile App
882,539,2175,2023-09-10,2,735.62,Mobile App
883,3093,2113,2023-12-08,1,96.32,Online
884,1057,2409,2023-02-12,1,48.73,Phone
885,2179,3589,2023-02-18,1,148.2,Online
886,683,3346,2023-06-01,1,271.68,Phone
887,2894,3594,2023-01-28,1,81.53,In-Store
888,789,4597,2023-01-13,2,130.04,Mobile App
889,1058,3291,2023-05-18,1,18.05,Online
890,2896,2726,2023-01-01,2,269.94,In-Store
891,847,3793,2023-06-10,1,76.07,Mobile App
892,344,2044,2023-03-22,4,173.24,Online
893,424,3309,2023-02-26,3,99.6,In-Store
894,1522,4682,2023-12-18,1,55.65,Mobile App
895,1903,4596,2023-11-13,1,41.79,Phone
896,1258,2180,2023-09-10,2,773.54,In-Store
897,629,3900,2023-11-01,1,75.37,Mobile App
898,3002,4417,2023-12-12,1,64.76,Online
899,1045,4730,2024-01-20,1,10.16,Online
900,140,3609,2023-05-28,4,331.28,In-Store
901,1346,4955,2023-01-07,3,199.08,Online
902,113,3137,2023-06-28,2,683.36,In-Store
903,1855,2187,2023-09-17,2,195.66,Mobile App
904,364,2295,2023-10-05,4,194.76,Online
905,1007,4679,2023-06-22,4,334.28,In-Store
906,2335,3472,2023-06-27,4,587.4,In-Store
907,1632,4810,2023-10-18,1,64.93,Online
908,1581,3589,2023-02-06,1,72.0,Phone
909,2433,4366,2023-01-07,2,128.68,Phone
910,2440,3756,2023-10-08,2,420.78,Phone
911,2056,3077,2023-01-23,1,93.98,In-Store
912,2062,4052,2023-05-17,1,33.45,In-Store
913,3036,2893,2023-12-06,3,348.51,Mobile App
914,2480,4863,2023-07-11,3,245.55,Online
915,112,3609,2023-09-09,1,78.04,In-Store
916,1469,3344,2023-01-05,3,78.51,Mobile App
917,146,2299,2023-09-10,2,219.0,Phone
918,1383,3045,2023-03-08,3,181.11,In-Store
919,1271,2434,2023-08-24,1,327.62,In-Store
920,2485,2251,2023-11-18,1,33.66,In-Store
921,997,2907,2023-06-07,1,65.18,Online
922,386,2063,2024-01-13,1,28.41,Online
923,2735,3728,2023-12-13,2,124.1,Phone
924,2191,3038,2023-05-05,1,372.28,Online
925,463,3573,2023-07-21,5,1281.05,In-Store
926,2625,2027,2023-05-25,1,412.0,Mobile App
927,1970,3369,2024-01-22,1,376.69,Phone
928,1425,4317,2023-04-06,2,173.94,Phone
929,1377,2687,2023-07-22,2,59.94,In-Store
930,1817,4749,2023-04-02,1,17.6,In-Store
931,1975,3516,2023-07-01,3,353.82,Online
932,1148,3893,2023-08-26,2,54.64,In-Store
933,105,3823,2023-02-28,2,204.76,In-Store
934,1025,4924,2024-01-20,2,96.54,In-Store
935,875,3768,2023-12-25,1,167.57,Online
936,2751,4491,2024-01-07,2,57.6,Online
937,1545,4149,2023-03-05,3,214.29,Phone
938,3061,2018,2023-12-18,1,27.57,Online
939,1877,2436,2024-01-31,1,62.25,Mobile App
940,1462,4254,2023-10-09,4,261.92,Mobile App
941,2431,3900,2023-12-20,1,60.91,In-Store
942,2984,4830,2023-02-18,1,16.4,Online
943,3004,2207,2024-01-20,5,237.45,Mobile App
944,1069,3961,2023-10-01,1,51.82,In-Store
945,376,4243,2023-07-12,1,55.14,In-Store
946,2183,4384,2023-09-03,3,257.01,Mobile App
947,1459,3274,2023-01-28,3,98.97,In-Store
948,789,4959,2024-01-22,1,65.02,Online
949,322,2728,2023-10-10,2,38.42,Mobile App
950,2299,2523,2023-11-17,3,286.8,In-Store
951,655,4714,2023-03-21,2,88.56,Mobile App
952,2096,3142,2023-12-02,1,345.63,In-Store
953,2250,2450,2023-02-03,1,84.54,Mobile App
954,2465,4468,2023-12-30,1,106.08,In-Store
955,2670,2054,2023-03-07,3,233.46,Online
956,1235,4927,2023-12-23,3,61.47,In-Store
957,3037,3798,2023-09-12,4,494.72,In-Store
958,2949,2423,2023-05-05,3,235.77,In-Store
959,270,2536,2023-09-15,2,107.44,Online
960,1768,3039,2023-07-22,1,84.59,Online
961,1511,4930,2023-11-01,3,427.89,Phone
962,1972,3883,2023-07-02,2,111.24,Online
963,2604,4201,2023-04-25,2,155.72,Online
964,2770,2664,2023-11-03,1,61.25,Online
965,2024,3223,2023-07-13,4,839.88,Online
966,752,4385,2024-01-19,1,49.91,In-Store
967,589,2120,2023-05-15,1,95.54,Mobile App
968,374,4540,2023-07-18,2,279.18,In-Store
969,2425,2333,2023-04-14,2,168.28,Phone
970,2095,2058,2023-09-14,1,334.12,Mobile App
971,1811,3611,2023-08-24,3,71.04,Online
972,1670,2958,2023-12-25,1,50.66,In-Store
973,445,4337,2023-09-20,1,229.33,Mobile App
974,1582,2248,2023-06-05,1,104.09,Mobile App
975,1331,4688,2023-01-19,2,366.12,Phone
976,1704,2805,2023-12-17,4,167.8,In-Store
977,3038,2921,2023-10-18,3,187.62,Online
978,1339,4652,2023-11-06,4,388.56,Phone
979,878,2531,2023-03-28,1,23.06,Phone
980,582,2363,2023-06-01,1,72.62,Mobile App
981,987,3684,2023-12-07,2,127.1,Mobile App
982,2782,4273,2023-12-23,1,85.19,In-Store
983,516,4782,2023-09-21,3,755.4,Online
984,2287,4020,2023-11-01,2,143.26,Online
985,2651,3670,2023-03-17,5,188.35,Mobile App
986,3014,2347,2023-12-03,1,97.02,Phone
987,1180,2904,2023-04-13,1,477.48,In-Store
988,649,4950,2023-05-25,2,97.64,In-Store
989,1598,4731,2023-01-30,1,45.13,In-Store
990,1022,3006,2023-05-14,2,176.98,Online
991,2925,2987,2023-02-09,1,36.04,Phone
992,1762,2115,2023-07-11,1,122.51,Mobile App
993,1615,3913,2024-02-03,1,138.1,Mobile App
994,2146,3356,2023-08-21,1,75.05,Mobile App
995,3057,4604,2023-06-21,2,756.08,Mobile App
996,1083,3789,2023-07-09,1,19.59,Mobile App
997,1710,3584,2024-01-08,1,58.6,Phone
998,361,3765,2023-04-17,1,20.38,In-Store
999,424,2726,2023-06-25,1,33.2,Online
1000,2294,4858,2023-01-05,1,302.2,Mobile App
1001,2181,2359,2023-06-24,1,13.95,In-Store
1002,1424,3521,2023-10-22,2,20.96,Mobile App
1003,1930,2745,2023-02-27,2,363.54,In-Store
1004,156,3857,2023-05-22,2,128.14,Online
1005,1189,2744,2023-07-17,3,274.44,Online
1006,2835,3085,2023-11-30,1,474.23,In-Store
1007,1116,2645,2023-08-01,2,150.28,Mobile App
1008,1398,3266,2023-04-20,3,58.23,Online
1009,1955,4321,2023-07-31,1,92.7,Phone
1010,1026,2428,2023-12-15,2,32.02,Online
1011,2288,4645,2023-12-18,1,394.73,Phone
1012,2275,3460,2023-03-27,1,124.53,Mobile App
1013,3090,4249,2023-08-17,3,247.11,Mobile App
1014,1404,2641,2023-04-18,1,58.72,Mobile App
1015,822,3774,2023-09-16,1,131.55,Mobile App
1016,1194,4787,2023-11-30,1,56.14,Phone
1017,300,2461,2023-09-12,1,75.76,Online
1018,2933,4167,2023-07-30,1,58.96,In-Store
1019,1012,3822,2023-08-25,2,68.26,Phone
1020,1740,4794,2023-06-15,3,1401.45,In-Store
1021,2018,2014,2023-02-27,3,404.67,Online
1022,2745,2192,2024-01-26,1,71.68,Mobile App
1023,725,3800,2023-10-02,5,259.15,Mobile App
1024,1434,4659,2023-09-23,2,239.3,Online
1025,249,2104,2023-03-19,1,73.17,In-Store
1026,3088,2525,2023-02-03,3,362.31,Mobile App
1027,1997,4714,2023-04-10,2,88.5,Mobile App
1028,1029,4350,2023-12-21,2,134.02,In-Store
1029,1731,4168,2023-11-18,1,120.74,Phone
1030,774,2144,2023-04-12,1,79.62,Mobile App
1031,1538,4905,2023-03-20,3,1101.33,Phone
1032,821,4953,2023-01-14,2,188.9,In-Store
1033,2458,4975,2023-11-20,2,31.96,In-Store
1034,1509,2524,2024-01-04,2,106.1,Mobile App
1035,2801,4798,2023-04-20,3,170.76,In-Store
1036,793,2618,2023-11-24,1,37.84,Phone
1037,1030,4865,2023-11-12,2,58.34,In-Store
1038,106,3177,2023-07-06,1,8.9,In-Store
1039,1551,2924,2023-03-08,2,109.5,Phone
1040,457,4078,2023-06-29,2,24.78,Phone
1041,1727,2376,2023-01-26,1,28.06,Phone
1042,287,4095,2023-04-06,2,103.54,Phone
1043,595,4072,2023-03-23,1,258.66,In-Store
1044,1662,2159,2023-02-20,1,25.64,Phone
1045,509,3451,2023-11-27,1,91.48,In-Store
1046,2387,4777,2023-10-14,1,78.15,In-Store
1047,2993,2368,2023-09-10,1,65.12,Phone
1048,2998,3074,2023-10-01,1,177.11,Phone
1049,2060,2821,2023-06-16,2,807.08,Mobile App
1050,637,2595,2023-04-18,3,259.41,In-Store
1051,2930,2626,2023-03-14,2,126.26,Online
1052,2700,2435,2024-01-22,1,23.7,Mobile App
1053,731,3418,2023-10-14,4,296.8,In-Store
1054,3039,4724,2023-12-17,2,288.54,In-Store
1055,832,3449,2023-07-27,1,20.98,Mobile App
1056,965,3523,2023-12-02,3,162.42,Phone
1057,1103,2274,2023-11-28,1,57.99,Phone
1058,2901,4015,2023-05-22,2,135.9,Phone
1059,2841,3292,2023-04-28,1,214.56,Mobile App
1060,600,4676,2023-10-15,1,29.66,Online
1061,2804,2294,2023-04-23,3,128.13,In-Store
1062,1744,4708,2023-01-30,1,55.53,Mobile App
1063,2820,3636,2023-04-28,1,12.12,Phone
1064,2791,3497,2023-07-17,4,1051.16,Phone
1065,285,3481,2023-06-13,4,325.08,Online
1066,814,4565,2023-12-04,2,67.92,Mobile App
1067,395,2318,2023-10-17,1,21.44,Mobile App
1068,1452,3755,2023-05-20,1,291.78,Online
1069,2461,4953,2023-07-12,3,125.61,In-Store
1070,2521,3315,2023-08-19,1,9.0,Mobile App
1071,858,2247,2023-09-02,1,39.01,In-Store
1072,175,3039,2023-03-28,2,184.3,In-Store
1073,2831,2062,2023-02-06,1,77.27,Phone
1074,494,2557,2024-01-09,1,79.88,In-Store
1075,1360,2301,2023-04-14,1,62.38,Phone
1076,2641,3653,2023-08-25,1,57.81,Phone
1077,1763,2149,2023-10-17,1,92.75,Phone
1078,984,2304,2023-03-26,1,21.77,Phone
1079,1048,2328,2023-11-05,1,91.0,In-Store
1080,641,3794,2023-11-30,2,57.7,Online
1081,1986,3390,2023-12-23,3,773.1,Phone
1082,2758,4232,2023-08-04,1,132.04,In-Store
1083,2685,4806,2023-10-20,2,82.72,Mobile App
1084,932,2473,2023-11-05,1,77.17,Mobile App
1085,1365,2772,2023-01-16,1,5.29,Mobile App
1086,845,2956,2023-03-05,1,24.79,Online
1087,1542,2097,2024-02-01,2,184.52,Phone
1088,1216,3159,2023-10-16,2,622.08,Mobile App
1089,2066,2029,2023-12-31,2,103.28,Phone
1090,1721,3255,2023-06-08,1,35.93,Phone
1091,2134,3643,2023-06-02,1,97.48,Phone
1092,1368,2365,2023-08-03,3,159.57,Phone
1093,1524,3748,2023-12-20,1,47.8,Mobile App
1094,1455,2136,2023-01-12,2,107.6,Mobile App
1095,1390,4864,2023-04-23,2,13.92,Online
1096,2512,3582,2023-05-20,2,226.5,In-Store
1097,2003,3808,2023-02-10,4,1405.36,Mobile App
1098,663,4332,2023-12-23,4,445.48,Mobile App
1099,944,2203,2023-12-22,2,964.96,Phone
1100,3046,2033,2023-04-02,2,43.32,Online
1101,762,4167,2023-03-24,1,493.93,In-Store
