Campaign_ID,Channel,Start_Date,End_Date,Budget,Impressions,Clicks,Conversions
456,Email,2023-05-18,2023-06-22,181,42811,1299,112
457,Instagram,2023-04-27,2023-05-18,844,97954,3318,743
458,Radio,2023-09-03,2023-09-25,1901,175847,443,106
459,Social,2023-08-20,2023-09-27,274,27039,629,74
460,Radio,2023-10-27,2023-12-03,1394,91932,218,31
461,Social,2023-03-29,2023-05-10,905,122318,4312,1011
462,Online,2023-06-09,2023-06-26,1915,172700,7408,1808
463,Radio,2023-06-25,2023-07-23,1689,157184,560,109
464,Email,2023-10-24,2023-11-28,569,120593,5385,381
465,YouTube,2023-10-13,2023-11-23,683,58019,1257,223
466,TV,2023-07-24,2023-08-29,3907,197510,529,130
467,Radio,2023-07-14,2023-08-28,541,39766,194,29
468,TV,2023-08-09,2023-09-16,8112,361513,497,42
469,In-Store,2023-03-25,2023-04-19,1614,67201,5017,717
470,YouTube,2023-01-15,2023-01-22,2133,222006,3281,567
471,Radio,2023-10-26,2023-12-09,1642,155471,507,28
472,Billboard,2023-01-13,2023-02-24,3435,95755,56,4
473,Online,2023-04-26,2023-05-18,1479,148589,6064,595
474,Instagram,2023-09-13,2023-09-25,1854,193818,8096,805
475,Billboard,2023-10-09,2023-10-19,2312,80210,106,26
476,Online,2023-10-04,2023-10-12,539,51010,1354,191
477,Email,2023-06-16,2023-07-18,569,92003,5685,795
478,Social,2023-09-19,2023-10-25,345,49646,1893,233
479,Billboard,2023-07-08,2023-08-13,3854,134883,202,22
480,YouTube,2023-06-24,2023-08-06,1805,169702,2955,365
481,Radio,2023-06-15,2023-07-07,2084,142312,587,39
482,In-Store,2023-06-03,2023-07-12,1246,57322,6706,719
483,In-Store,2023-10-14,2023-11-04,1778,66709,4084,459
484,Radio,2023-03-15,2023-03-25,2356,218201,942,168
485,Instagram,2023-03-25,2023-04-05,1107,129081,3078,195
486,Social,2023-02-17,2023-03-15,966,115522,3784,431
487,Online,2023-04-15,2023-04-24,1916,215115,5176,911
488,Facebook,2023-05-15,2023-06-20,664,69944,2582,411
489,TV,2023-01-30,2023-02-18,8738,476881,1128,110
490,In-Store,2023-03-28,2023-04-22,1085,34886,3459,576
491,Billboard,2023-04-30,2023-05-25,3637,123752,207,34
492,In-Store,2023-04-01,2023-04-13,1629,75616,5695,1230
493,Social,2023-07-01,2023-08-07,1370,152364,4449,851
494,TV,2023-09-02,2023-10-17,9480,427146,543,126
495,Email,2023-03-20,2023-04-16,409,78745,2702,621
496,In-Store,2023-02-28,2023-03-20,1119,49075,4961,479
497,Instagram,2023-07-07,2023-08-13,440,42633,1877,351
498,Billboard,2023-04-01,2023-05-07,2751,84077,53,7
499,TV,2023-03-07,2023-03-21,8291,350957,369,30
500,In-Store,2023-04-15,2023-05-24,671,32142,1695,183
501,TV,2023-10-14,2023-10-23,3333,174520,506,30
502,Instagram,2023-09-28,2023-10-09,1484,155394,5669,1201
503,Social,2023-04-07,2023-04-21,1372,138804,4079,685
504,Instagram,2023-03-20,2023-03-31,1673,163194,5358,1301
505,Email,2023-02-18,2023-03-25,255,45563,2348,522
506,Billboard,2023-09-08,2023-09-18,2230,79578,124,23
507,In-Store,2023-09-05,2023-09-17,523,23917,1560,248
508,Facebook,2023-02-17,2023-03-03,1286,186785,5486,313
509,Online,2023-02-27,2023-03-21,1779,156974,3887,787
510,Email,2023-05-20,2023-06-12,706,133737,4198,623
511,TV,2023-09-23,2023-10-30,8307,397214,443,85
512,YouTube,2023-06-27,2023-07-13,1866,181878,4194,337
513,In-Store,2023-07-13,2023-08-02,740,28349,3074,560
514,Instagram,2023-02-09,2023-02-21,1635,213835,10023,2458
515,Online,2023-06-11,2023-07-16,363,42893,1835,302
516,Billboard,2023-04-16,2023-04-26,2738,78819,93,4
517,Facebook,2023-05-24,2023-06-25,1473,219268,9655,1249
518,Facebook,2023-05-06,2023-05-21,757,87317,2517,140
519,In-Store,2023-06-12,2023-07-22,518,23051,2088,466
520,In-Store,2023-05-21,2023-05-31,1645,63716,4299,400
521,Email,2023-01-16,2023-02-17,445,102868,7089,770
522,Instagram,2023-09-27,2023-11-08,694,80097,3687,363
523,Radio,2023-01-03,2023-02-15,2518,176179,629,143
524,Instagram,2023-03-14,2023-04-13,1427,184945,9193,1114
525,In-Store,2023-04-19,2023-05-03,1679,79378,8312,2017
526,TV,2023-09-23,2023-10-10,8375,460790,855,135
527,Email,2023-10-08,2023-11-15,300,57513,3343,591
528,Social,2023-05-04,2023-06-14,234,22829,739,97
529,YouTube,2023-07-06,2023-08-15,1674,145434,4068,425
530,Billboard,2023-09-03,2023-09-27,1402,40258,49,3
531,Online,2023-07-24,2023-08-14,516,50720,1539,128
532,YouTube,2023-09-04,2023-10-06,552,42164,723,79
533,Instagram,2023-02-22,2023-03-08,1834,224032,6748,444
534,YouTube,2023-04-02,2023-05-13,861,83897,2032,387
535,In-Store,2023-02-07,2023-03-12,1603,61073,3489,444
536,Online,2023-04-12,2023-05-13,455,38025,1453,188
537,Online,2023-06-20,2023-07-18,995,107829,3028,739
538,TV,2023-03-31,2023-05-02,6102,362431,637,127
539,Email,2023-09-13,2023-10-18,191,45666,3212,288
540,TV,2023-06-11,2023-07-05,4768,271547,463,61
541,Billboard,2023-01-15,2023-01-22,1945,69844,124,8
542,Billboard,2023-03-12,2023-03-28,3033,101014,195,47
543,Billboard,2023-10-28,2023-12-04,4715,128270,88,6
544,YouTube,2023-04-17,2023-05-18,1349,123113,2851,641
545,Facebook,2023-06-16,2023-07-21,293,45400,1478,150
546,Facebook,2023-10-21,2023-11-02,1082,150954,6371,360
547,In-Store,2023-02-05,2023-02-24,1343,60242,6346,1403
548,Online,2023-05-04,2023-05-28,1971,199283,5491,573
549,YouTube,2023-08-26,2023-09-04,463,44854,603,88
550,Facebook,2023-06-19,2023-08-01,936,139993,2621,556
551,Facebook,2023-07-01,2023-07-24,833,113187,3012,497
552,TV,2023-03-12,2023-03-24,8077,444489,867,163
553,Radio,2023-08-11,2023-08-26,2444,183225,641,156
554,In-Store,2023-08-01,2023-08-12,1827,87486,5627,625
555,Facebook,2023-05-26,2023-06-22,1448,164455,4011,294
556,Billboard,2023-04-19,2023-05-31,1933,65489,74,17
557,Instagram,2023-09-07,2023-09-19,1706,221855,12000,727
558,YouTube,2023-01-07,2023-02-12,823,62972,1526,162
559,Radio,2023-08-18,2023-09-19,806,70609,191,42
560,Facebook,2023-06-04,2023-07-16,827,89872,3831,412
561,Email,2023-06-10,2023-07-09,253,56412,4194,957
562,Email,2023-04-20,2023-05-27,273,58411,4117,792
563,Billboard,2023-09-09,2023-10-22,3272,83423,67,15
564,Billboard,2023-06-16,2023-07-17,2121,67122,129,18
565,In-Store,2023-06-24,2023-08-03,1647,56126,5669,1399
566,Instagram,2023-08-28,2023-09-06,1682,213890,11040,1164
567,Online,2023-09-07,2023-10-20,547,46297,1504,98
568,Billboard,2023-05-12,2023-06-04,2563,83427,51,3
569,Facebook,2023-09-16,2023-10-08,373,53498,1536,322
570,Social,2023-06-04,2023-07-12,635,90209,3187,586
571,Instagram,2023-06-22,2023-07-10,793,87126,4257,623
572,TV,2023-10-14,2023-11-21,5755,230744,447,72
573,In-Store,2023-03-17,2023-04-14,996,34622,3988,324
574,Instagram,2023-01-16,2023-02-27,634,76852,2785,457
575,Facebook,2023-01-31,2023-03-05,1613,201794,7434,592
576,Billboard,2023-07-04,2023-07-24,3249,116681,203,36
577,Radio,2023-08-24,2023-09-04,2178,160819,687,126
578,Social,2023-02-25,2023-03-04,228,23955,954,137
579,Facebook,2023-01-11,2023-02-15,345,50424,1493,306
580,Instagram,2023-09-20,2023-10-23,1761,209597,7835,1657
581,Facebook,2023-04-26,2023-05-13,324,42098,1693,339
582,Online,2023-10-20,2023-11-28,780,70916,1995,161
583,Billboard,2023-09-09,2023-10-05,3215,94145,104,19
584,Facebook,2023-07-29,2023-08-27,371,55028,2143,395
585,TV,2023-06-24,2023-07-26,4594,224338,415,53
586,TV,2023-02-15,2023-04-01,6176,266822,321,80
587,TV,2023-09-13,2023-10-20,6730,316313,859,181
588,Email,2023-06-07,2023-07-05,235,51790,1711,235
589,Social,2023-07-23,2023-08-13,319,33942,1226,156
590,TV,2023-06-26,2023-07-13,9807,573985,1667,157
591,Online,2023-01-17,2023-02-22,1843,204593,5674,1146
592,Billboard,2023-04-27,2023-05-25,1354,39526,40,7
593,TV,2023-08-27,2023-09-28,8100,401538,499,59
594,Instagram,2023-04-13,2023-05-20,1856,215011,9405,516
595,Radio,2023-04-18,2023-05-20,2171,180660,474,36
596,Billboard,2023-04-29,2023-05-19,2056,52539,68,8
597,Billboard,2023-03-23,2023-05-02,1945,57541,106,22
598,Email,2023-09-12,2023-09-30,290,54218,3198,225
599,Email,2023-04-28,2023-06-04,154,24725,1598,179
600,Email,2023-05-09,2023-05-18,309,67808,2072,185
601,Email,2023-04-11,2023-04-25,747,156974,11672,1784
602,Instagram,2023-05-24,2023-06-23,1116,129370,7597,574
603,YouTube,2023-10-08,2023-10-15,1503,133362,2506,422
604,Radio,2023-02-28,2023-04-06,2224,182999,577,30
605,Billboard,2023-06-01,2023-07-01,4457,144728,139,27
606,Social,2023-02-19,2023-03-21,1202,153799,4380,413
607,Facebook,2023-03-22,2023-04-25,842,88886,1883,148
608,YouTube,2023-04-12,2023-05-27,2155,195687,3376,306
609,Social,2023-09-27,2023-11-08,637,80587,2361,222
610,YouTube,2023-08-28,2023-10-07,1291,124449,1444,179
611,Email,2023-03-26,2023-04-08,708,142155,9649,2073
612,Billboard,2023-06-26,2023-07-26,4192,104667,159,8
613,Radio,2023-01-06,2023-02-07,2285,178003,842,151
614,Billboard,2023-01-19,2023-02-20,3646,107531,213,31
615,YouTube,2023-02-17,2023-03-15,2155,174292,3693,449
616,Facebook,2023-02-15,2023-02-22,723,95032,1953,154
617,YouTube,2023-07-15,2023-08-01,1025,77606,1323,267
618,Email,2023-08-15,2023-09-09,310,63804,5058,483
619,Facebook,2023-05-12,2023-06-09,1471,175092,3682,598
620,Radio,2023-05-27,2023-06-29,1983,154545,616,76
621,In-Store,2023-08-29,2023-09-08,1551,61806,3225,257
622,In-Store,2023-01-09,2023-01-25,1457,68537,5250,657
623,Social,2023-06-29,2023-07-30,1144,121074,3948,344
624,Email,2023-05-26,2023-07-04,562,101964,4149,1020
625,Billboard,2023-07-20,2023-07-27,4264,107250,73,12
626,TV,2023-10-08,2023-11-17,5529,264986,779,42
627,YouTube,2023-04-17,2023-05-03,2093,174019,4955,690
628,Instagram,2023-10-20,2023-11-08,1660,180337,6184,758
629,TV,2023-02-16,2023-03-25,5528,309010,795,137
630,Online,2023-04-12,2023-05-20,498,58135,1673,397
631,Radio,2023-10-14,2023-10-27,559,40884,173,36
632,TV,2023-08-03,2023-09-06,9875,508493,813,189
633,Email,2023-04-30,2023-06-10,551,122018,9042,1797
634,Radio,2023-03-08,2023-04-16,2845,184810,553,75
635,In-Store,2023-10-11,2023-10-30,1406,57192,6438,1274
636,YouTube,2023-02-16,2023-04-01,2458,197893,3740,370
637,TV,2023-07-01,2023-07-10,6966,392800,791,137
638,Instagram,2023-01-21,2023-02-22,623,75298,1679,164
639,Instagram,2023-10-20,2023-12-03,1997,234876,7332,1542
640,Social,2023-05-16,2023-06-06,810,107873,2244,224
641,Billboard,2023-06-18,2023-07-06,1459,38284,25,3
642,Online,2023-05-01,2023-06-09,1225,101111,3602,212
643,Radio,2023-06-08,2023-07-11,1690,128805,257,28
644,Online,2023-04-19,2023-05-26,1124,101589,2873,390
645,Facebook,2023-03-04,2023-03-16,1122,121417,2467,524
646,Online,2023-05-02,2023-06-14,1971,211336,8656,2127
647,Instagram,2023-07-29,2023-09-06,1756,226089,5156,838
648,Online,2023-01-22,2023-02-17,551,50997,1941,180
649,Radio,2023-03-09,2023-04-19,2203,191371,762,38
650,Email,2023-09-21,2023-10-18,423,93033,6356,350
651,Facebook,2023-06-23,2023-07-30,645,93570,1436,356
652,Online,2023-02-05,2023-02-23,902,101408,4632,319
653,Instagram,2023-02-17,2023-03-19,1444,130553,6515,1178
654,In-Store,2023-06-01,2023-07-16,1663,73723,4284,996
655,Radio,2023-01-19,2023-02-17,1876,127316,290,61
656,Facebook,2023-04-24,2023-06-06,1093,143923,2510,342
657,YouTube,2023-02-09,2023-03-18,431,39352,898,154
658,Social,2023-04-15,2023-05-02,1343,187407,7281,1598
659,Radio,2023-01-09,2023-02-16,915,76132,171,41
660,Email,2023-04-17,2023-05-02,176,38894,1710,206
661,Social,2023-01-22,2023-03-06,743,72802,1186,294
662,Email,2023-09-02,2023-09-13,582,116215,6520,780
663,Social,2023-08-18,2023-09-10,1307,125905,3145,200
664,Social,2023-08-01,2023-08-16,267,33958,1287,320
665,Facebook,2023-07-09,2023-07-20,1129,136085,4791,400
666,In-Store,2023-10-11,2023-11-14,598,27091,1474,97
667,In-Store,2023-03-09,2023-03-30,1891,79106,7325,690
668,Online,2023-04-04,2023-05-01,1031,106552,4514,919
669,Facebook,2023-03-11,2023-03-21,1128,163534,3538,736
670,Radio,2023-08-09,2023-09-20,2568,221966,1107,235
671,Online,2023-10-26,2023-11-26,1596,134557,5770,1281
672,Online,2023-05-28,2023-06-26,363,34031,771,60
673,Online,2023-04-22,2023-05-26,312,31435,1010,105
674,In-Store,2023-10-13,2023-10-20,1018,36731,3883,510
675,Online,2023-10-05,2023-10-16,1716,179231,8461,857
676,Instagram,2023-05-01,2023-05-25,1170,131990,4031,657
677,Radio,2023-01-16,2023-02-17,547,45346,201,39
678,Instagram,2023-01-18,2023-02-20,1995,187120,10813,1107
679,Billboard,2023-08-10,2023-09-24,3283,87476,124,19
680,Radio,2023-10-20,2023-10-29,2495,180270,689,72
681,TV,2023-03-15,2023-03-23,4378,229433,437,96
682,YouTube,2023-08-09,2023-08-27,1695,173783,4082,716
683,TV,2023-08-21,2023-09-22,8166,390422,457,77
684,Radio,2023-04-10,2023-04-19,892,68241,311,33
685,Social,2023-09-26,2023-10-28,452,53576,1196,230
686,Instagram,2023-06-13,2023-07-27,329,30902,1585,296
687,Social,2023-08-17,2023-09-17,373,37973,940,72
688,Instagram,2023-07-24,2023-08-27,316,38486,1244,192
689,TV,2023-07-24,2023-09-04,6870,400863,1200,222
690,YouTube,2023-01-24,2023-02-07,2021,172400,2266,338
691,YouTube,2023-06-01,2023-06-10,1047,77755,1343,318
692,Social,2023-04-16,2023-04-28,502,55957,1221,295
693,Radio,2023-03-19,2023-04-16,2098,190071,380,43
694,Instagram,2023-06-08,2023-07-23,1099,139196,5304,379
695,Online,2023-06-23,2023-07-09,316,33191,1568,359
696,Radio,2023-04-12,2023-04-24,1271,110586,392,48
697,Billboard,2023-01-09,2023-02-06,3509,124668,178,19
698,Social,2023-05-05,2023-05-21,459,60050,1968,101
699,In-Store,2023-03-17,2023-04-30,1054,49182,5520,525
700,In-Store,2023-05-22,2023-06-02,1075,49228,5243,826
701,YouTube,2023-09-20,2023-10-11,1486,144153,3749,335
702,YouTube,2023-09-04,2023-10-18,1019,98649,1585,319
703,In-Store,2023-02-28,2023-04-03,1587,54523,3080,457
704,Facebook,2023-09-22,2023-10-04,1278,140158,2167,126
705,Facebook,2023-07-16,2023-08-01,886,99636,2715,675
706,Instagram,2023-08-11,2023-08-31,1691,173547,6969,977
707,TV,2023-06-27,2023-07-12,5416,239734,576,86
708,Instagram,2023-03-15,2023-04-03,1833,222373,8841,1549
709,Radio,2023-06-09,2023-07-04,1260,85811,254,29
710,In-Store,2023-08-27,2023-10-06,1891,77367,4878,268
711,Online,2023-05-08,2023-05-31,988,93485,3423,532
712,Instagram,2023-08-30,2023-09-16,314,41268,1553,224
713,Billboard,2023-07-13,2023-07-22,3180,81223,107,15
714,Radio,2023-09-14,2023-10-19,823,71711,171,29
715,Radio,2023-04-17,2023-04-28,1381,120060,380,46
716,Email,2023-02-22,2023-03-24,239,45814,1592,288
717,YouTube,2023-06-01,2023-06-13,1452,145857,2226,112
718,In-Store,2023-01-08,2023-02-08,667,24304,1702,133
719,Facebook,2023-07-15,2023-08-10,971,136723,3330,786
720,Email,2023-02-05,2023-03-22,727,165767,5774,430
721,Radio,2023-04-27,2023-05-18,1495,138121,601,142
722,Social,2023-08-10,2023-09-15,258,25910,874,174
723,TV,2023-04-26,2023-05-21,4470,232418,463,91
724,Instagram,2023-07-02,2023-08-13,1768,187739,4271,666
725,Instagram,2023-02-17,2023-03-26,1348,142554,8256,2057
726,Social,2023-03-01,2023-03-31,1372,170617,4688,473
727,YouTube,2023-08-12,2023-09-02,922,82682,1303,291
728,Email,2023-04-20,2023-05-04,264,45775,1897,323
729,TV,2023-10-13,2023-10-22,9613,553676,568,79
730,In-Store,2023-06-09,2023-07-19,947,42388,3767,421
731,YouTube,2023-09-12,2023-10-05,426,37711,543,68
732,Radio,2023-07-25,2023-08-01,515,44038,147,35
733,Social,2023-03-24,2023-05-05,516,52511,2057,426
734,Instagram,2023-03-07,2023-03-21,1489,185344,5282,1168
735,Billboard,2023-10-03,2023-10-20,2969,91050,81,11
736,Billboard,2023-05-14,2023-06-03,3452,91380,162,37
737,Radio,2023-10-28,2023-12-01,2834,196439,841,193
738,Billboard,2023-07-23,2023-08-01,4634,126406,130,12
739,Social,2023-04-14,2023-05-07,741,78448,1843,391
740,TV,2023-10-24,2023-12-05,2750,116185,237,26
741,Billboard,2023-06-29,2023-07-12,1630,58032,44,2
742,Billboard,2023-05-01,2023-06-06,3282,105636,127,24
743,TV,2023-10-14,2023-11-04,8465,402301,905,141
744,In-Store,2023-07-30,2023-08-27,1686,63383,4772,1178
745,Instagram,2023-07-10,2023-08-22,828,78945,3545,531
746,Email,2023-02-23,2023-03-15,519,91070,5871,688
747,YouTube,2023-04-01,2023-05-09,2037,180485,3680,534
748,Radio,2023-10-18,2023-11-07,1978,176489,578,53
749,TV,2023-02-15,2023-03-25,4104,246110,282,33
750,Instagram,2023-01-13,2023-02-24,1636,183157,5844,797
751,YouTube,2023-03-08,2023-03-27,1221,114628,1176,249
752,Billboard,2023-02-28,2023-03-30,4546,110607,70,4
753,Facebook,2023-02-24,2023-03-24,880,115575,1734,184
754,Email,2023-07-31,2023-08-23,611,127991,8691,889
755,Facebook,2023-01-07,2023-01-19,255,37976,1167,150
756,Billboard,2023-05-09,2023-06-14,3883,121410,117,20
757,Facebook,2023-10-20,2023-11-01,951,147428,4339,677
758,Online,2023-07-15,2023-08-20,1555,182781,5744,1052
759,Billboard,2023-08-20,2023-09-07,1149,35628,38,2
760,Social,2023-04-10,2023-05-16,571,66665,1372,116
761,Radio,2023-09-18,2023-10-19,2824,231875,1146,262
762,Radio,2023-08-29,2023-09-11,1991,150482,608,105
763,Social,2023-09-08,2023-10-14,214,21761,697,77
764,Facebook,2023-02-19,2023-03-27,1634,212346,7168,620
765,Billboard,2023-01-03,2023-02-16,2736,82341,91,14
766,Instagram,2023-10-09,2023-11-11,1844,167370,9559,1479
767,Facebook,2023-08-31,2023-09-19,960,124847,5566,811
768,Facebook,2023-05-31,2023-06-20,1677,254269,11387,1504
769,TV,2023-09-12,2023-09-22,3378,160973,209,26
770,YouTube,2023-08-06,2023-09-04,2012,203423,5282,1040
771,Instagram,2023-08-16,2023-09-16,1088,125377,6616,1168
772,YouTube,2023-02-10,2023-03-11,1848,189069,4950,483
773,YouTube,2023-05-10,2023-06-06,547,53501,673,36
774,Radio,2023-05-04,2023-06-08,2528,175516,691,111
775,TV,2023-09-26,2023-10-28,4579,263612,601,61
776,Online,2023-05-02,2023-06-06,1948,219324,6226,1390
777,Online,2023-09-04,2023-10-14,314,29824,1072,96
778,Instagram,2023-07-10,2023-08-11,1488,143284,7001,519
779,Billboard,2023-07-14,2023-08-09,4997,164321,92,21
780,Online,2023-09-01,2023-09-22,1239,109479,5367,1208
781,In-Store,2023-06-30,2023-07-07,1978,91143,5950,1262
782,TV,2023-01-16,2023-02-12,2846,116452,288,22
783,Radio,2023-09-22,2023-10-13,2683,210515,788,71
784,TV,2023-07-22,2023-08-27,4303,227862,349,86
785,Billboard,2023-08-10,2023-08-19,2014,53614,95,7
786,YouTube,2023-04-11,2023-05-24,2343,191002,3192,253
787,Online,2023-10-22,2023-11-16,1975,222441,4804,325
788,Social,2023-09-08,2023-10-12,291,34681,982,183
789,Facebook,2023-06-17,2023-07-01,1052,125766,3839,646
790,YouTube,2023-09-01,2023-10-14,2322,184085,2563,249
791,Online,2023-08-07,2023-08-19,839,75564,3527,491
792,Radio,2023-05-19,2023-06-25,2663,220713,1007,54
793,Radio,2023-04-04,2023-05-07,629,43994,149,29
794,Instagram,2023-08-29,2023-09-26,1186,143830,3224,216
795,Instagram,2023-03-03,2023-03-20,1528,146722,8116,1053
796,In-Store,2023-04-22,2023-06-04,724,24643,2080,209
797,Facebook,2023-09-24,2023-10-20,1626,177766,6593,602
798,Email,2023-09-13,2023-10-16,612,119750,5595,1055
799,Online,2023-09-08,2023-10-22,435,47997,1864,374
800,Radio,2023-03-02,2023-03-10,2250,163247,569,138
801,Instagram,2023-04-15,2023-05-26,1694,197184,7424,1456
802,Instagram,2023-04-11,2023-04-18,766,75979,4076,490
803,Email,2023-08-10,2023-09-07,775,141654,9054,2024
804,TV,2023-03-08,2023-04-14,3513,176638,393,34
805,YouTube,2023-10-11,2023-11-19,1402,140910,3623,763
806,TV,2023-05-06,2023-05-18,5506,274468,559,111
807,Instagram,2023-05-17,2023-06-09,847,107658,4525,822
808,Radio,2023-10-28,2023-11-17,598,42097,107,18
809,YouTube,2023-07-10,2023-08-13,420,43012,1139,92
810,Facebook,2023-01-28,2023-02-11,1772,217607,4613,1072
811,Online,2023-03-08,2023-04-22,1524,162055,5196,463
812,Online,2023-03-26,2023-04-17,1033,117749,3766,387
813,Online,2023-05-06,2023-05-14,1201,124771,4715,993
814,TV,2023-01-31,2023-02-18,7592,373968,1065,58
815,Social,2023-07-02,2023-07-22,391,48016,1826,92
816,TV,2023-03-07,2023-03-26,2642,140781,290,55
817,Billboard,2023-09-22,2023-10-07,4308,150361,143,32
818,Online,2023-10-18,2023-11-09,414,48182,1464,228
819,YouTube,2023-04-22,2023-06-01,1870,164494,4357,740
820,Email,2023-10-28,2023-12-07,253,45962,3025,537
821,Radio,2023-05-02,2023-06-11,929,70596,159,12
822,Social,2023-04-07,2023-05-16,482,56372,1232,94
823,Radio,2023-02-20,2023-03-31,1906,133247,411,73
824,Billboard,2023-09-28,2023-11-07,3709,121231,121,14
825,Online,2023-05-05,2023-05-15,1351,114777,3752,732
826,Facebook,2023-06-18,2023-07-14,786,112060,3205,226
827,Radio,2023-01-08,2023-02-02,2599,212444,797,58
828,Radio,2023-01-16,2023-02-24,2843,194345,537,70
829,TV,2023-01-22,2023-02-13,9515,443862,837,184
830,Facebook,2023-07-04,2023-08-02,971,131346,5122,1213
831,Radio,2023-06-20,2023-07-29,2592,172341,376,75
832,Social,2023-03-20,2023-04-24,1098,146304,3291,669
833,YouTube,2023-09-12,2023-10-20,1512,129118,3547,439
834,In-Store,2023-03-06,2023-03-26,1553,60812,6665,1315
835,Email,2023-09-05,2023-10-20,581,121577,3750,234
836,TV,2023-06-19,2023-07-19,6913,412467,864,96
837,Billboard,2023-08-25,2023-09-17,4776,155867,286,39
838,Social,2023-04-12,2023-05-25,898,120177,3782,558
839,Social,2023-06-18,2023-07-18,1400,149250,5602,1322
840,YouTube,2023-08-09,2023-09-13,1479,139715,3608,451
841,In-Store,2023-03-21,2023-04-06,1505,51712,4332,528
842,In-Store,2023-05-25,2023-06-24,731,31502,2020,142
843,Online,2023-01-29,2023-02-26,879,104087,3132,307
844,TV,2023-06-30,2023-07-29,7099,420747,1167,143
845,Billboard,2023-04-06,2023-04-20,2736,98236,190,34
846,Email,2023-07-10,2023-08-16,524,101226,3309,708
847,Facebook,2023-07-02,2023-07-09,867,134734,5027,343
848,Instagram,2023-08-02,2023-08-12,901,87253,3398,421
849,Radio,2023-08-30,2023-10-11,1815,160646,366,70
850,YouTube,2023-10-26,2023-11-16,1313,113016,1997,118
851,Facebook,2023-05-05,2023-05-16,1618,225481,3626,598
852,Instagram,2023-09-17,2023-10-28,1017,118413,2484,167
853,Radio,2023-07-10,2023-08-21,1306,108542,247,30
854,Email,2023-03-30,2023-04-08,265,51005,1653,284
855,Email,2023-05-02,2023-05-22,684,133157,7322,428
856,Online,2023-05-01,2023-06-11,1447,152587,5426,1295
857,In-Store,2023-10-14,2023-11-24,1759,62233,4406,1059
858,YouTube,2023-09-24,2023-10-07,2088,208435,3886,387
859,TV,2023-03-11,2023-03-18,6453,288137,583,39
860,TV,2023-04-06,2023-05-08,5563,255019,396,77
861,Billboard,2023-06-07,2023-07-01,4474,108985,130,21
862,Social,2023-09-11,2023-10-26,1089,125790,3277,678
863,Radio,2023-09-23,2023-10-05,2751,217823,974,107
864,Facebook,2023-10-18,2023-11-04,887,110151,3125,211
865,TV,2023-07-16,2023-08-05,8497,436582,1050,104
866,Radio,2023-06-19,2023-07-23,2152,159141,387,66
867,Online,2023-03-20,2023-04-20,1922,214797,9186,2015
868,Facebook,2023-07-12,2023-08-05,1456,180845,4982,1241
869,Instagram,2023-02-02,2023-02-16,1654,217334,5929,461
870,Social,2023-05-05,2023-05-20,745,85241,2324,202
871,Online,2023-04-26,2023-06-01,725,64681,2665,545
872,Online,2023-07-18,2023-07-29,717,72121,2506,276
873,Instagram,2023-06-17,2023-07-25,1326,130959,7481,1551
874,Radio,2023-10-27,2023-11-27,1833,156950,525,68
875,Radio,2023-08-24,2023-10-02,2078,170337,341,77
876,Radio,2023-02-04,2023-02-19,2120,178907,614,82
877,TV,2023-05-16,2023-06-05,9930,479466,694,99
878,Radio,2023-07-30,2023-08-12,1545,146447,448,101
879,TV,2023-04-01,2023-04-10,2503,114729,134,25
880,Billboard,2023-08-15,2023-09-07,2867,93419,167,12
881,Email,2023-06-16,2023-06-28,746,153642,9000,1399
882,Online,2023-06-24,2023-07-27,1066,112030,3031,343
883,Instagram,2023-06-13,2023-06-23,1412,129697,3958,346
884,Social,2023-04-06,2023-05-19,1225,168640,4535,610
885,Email,2023-04-06,2023-05-14,787,163132,10739,2210
886,Social,2023-04-17,2023-05-07,1322,132990,3332,779
887,Instagram,2023-02-09,2023-03-19,388,34795,906,154
888,Instagram,2023-05-17,2023-06-15,1240,158233,7306,1583
889,TV,2023-10-25,2023-11-27,4964,259928,270,59
890,YouTube,2023-01-10,2023-01-28,1839,173217,3219,777
891,TV,2023-04-21,2023-05-18,9402,560380,1481,87
892,Online,2023-09-05,2023-10-12,1798,208341,8664,647
893,Online,2023-08-08,2023-08-19,322,33427,822,187
894,Social,2023-02-25,2023-03-29,1325,164576,3651,769
895,Email,2023-08-24,2023-09-07,389,93308,3915,849
896,Online,2023-05-26,2023-06-17,469,48955,1630,162
897,In-Store,2023-04-02,2023-05-05,1370,52854,4115,241
898,Email,2023-04-14,2023-05-16,188,43681,3424,403
899,Online,2023-08-03,2023-08-19,813,79793,2390,191
900,YouTube,2023-03-13,2023-03-23,1391,120441,3352,668
901,Social,2023-08-21,2023-09-17,430,41439,1542,186
902,Billboard,2023-10-09,2023-11-16,1170,34064,17,2
903,In-Store,2023-02-06,2023-02-24,670,28920,1630,206
904,Facebook,2023-04-14,2023-05-02,743,91373,3551,585
905,Email,2023-04-29,2023-05-07,744,170527,7440,791
906,Facebook,2023-06-13,2023-06-25,1107,134172,5303,1215
907,Facebook,2023-06-01,2023-06-20,547,81369,2944,280
908,Social,2023-05-19,2023-06-06,1010,130091,3292,512
909,Radio,2023-06-19,2023-07-03,2849,184574,768,85
910,In-Store,2023-06-15,2023-07-11,1614,64674,6760,471
911,Facebook,2023-04-24,2023-05-13,832,103459,2684,267
912,Billboard,2023-04-14,2023-05-06,1026,28511,44,5
